name,overall,height_cm,weight_kg,Age,years_pro,position,APY,sport
Micah Parsons,97,190,111,24,2.0,EDGE,4269948.0,NFL
Tyrel Dodson,65,183,108,25,4.0,LB,4260000.0,NFL
Jordan Davis,79,198,152,23,1.0,IDL,4252320.0,NFL
Tre'Davious White,90,180,87,28,6.0,CB,4250000.0,NFL
Devin Duvernay,76,180,92,25,3.0,WR,4250000.0,NFL
Ryan Bates,74,193,137,26,4.0,LG,4250000.0,NFL
Dane Jackson,73,180,82,26,3.0,CB,4250000.0,NFL
Austin Ekeler,89,178,91,28,6.0,RB,4215000.0,NFL
Wil Lutz,75,180,83,29,7.0,K,4200000.0,NFL
Jonnu Smith,74,190,112,28,6.0,TE,4200000.0,NFL
Greg Zuerlein,76,183,85,35,11.0,K,4200000.0,NFL
Rashawn Slater,85,193,143,24,2.0,LT,4157940.0,NFL
Broderick Jones,73,196,141,22,0.0,LT,4156591.0,NFL
Raheem Mostert,79,178,93,31,8.0,RB,4130000.0,NFL
Jake Brendel,74,193,136,30,7.0,C,4125000.0,NFL
Jeremy Chinn,81,190,100,25,3.0,S,4105000.0,NFL
Chase McLaughlin,75,185,79,27,4.0,K,4100000.0,NFL
Khalen Saunders,70,183,147,27,4.0,IDL,4100000.0,NFL
Will McDonald IV,74,190,109,24,0.0,EDGE,4080416.0,NFL
Foster Moreau,74,193,113,26,4.0,TE,4078000.0,NFL
Alec Ingold,77,185,107,27,4.0,FB,4066667.0,NFL
Kyle Hamilton,82,193,100,22,1.0,S,4063772.0,NFL
Davis Mills,67,193,102,24,2.0,QB,4058000.0,NFL
Jordan Hicks,77,185,107,31,8.0,LB,4000000.0,NFL
Josh Metellus,71,180,94,25,3.0,S,4000000.0,NFL
Anfernee Jennings,68,190,117,26,3.0,EDGE,4000000.0,NFL
Rakeem Nunez-Roches,69,188,139,30,8.0,IDL,4000000.0,NFL
Demarcus Robinson,75,185,92,28,7.0,WR,4000000.0,NFL
Charlie Woerner,65,196,109,25,3.0,TE,4000000.0,NFL
Brandon Graham,80,188,120,35,13.0,EDGE,4000000.0,NFL
Jamaal Williams,85,183,102,28,6.0,RB,4000000.0,NFL
E.J. Speed,69,190,102,28,4.0,LB,4000000.0,NFL
K.J. Osborn,77,180,92,26,3.0,WR,4000000.0,NFL
Sebastian Joseph-Day,75,193,141,28,5.0,IDL,4000000.0,NFL
Nate Herbig,65,193,151,25,4.0,RG,4000000.0,NFL
Andrew Billings,72,185,141,28,7.0,IDL,4000000.0,NFL
Jameis Winston,70,193,105,29,8.0,QB,4000000.0,NFL
Brock Wright,66,193,116,24,2.0,TE,4000000.0,NFL
Zack Moss,72,175,93,25,3.0,RB,4000000.0,NFL
Kenyon Green,69,193,147,22,1.0,LG,3988352.0,NFL
Alijah Vera-Tucker,79,196,140,24,2.0,RG,3971259.0,NFL
Cairo Santos,73,173,79,31,9.0,K,3900000.0,NFL
Mac Jones,74,190,97,24,2.0,QB,3896585.0,NFL
Durham Smythe,68,198,112,28,5.0,TE,3875000.0,NFL
Emmanuel Forbes,76,183,82,22,0.0,CB,3851892.0,NFL
Christian Gonzalez,77,188,91,21,0.0,CB,3775717.0,NFL
Jahan Dotson,77,180,83,23,1.0,WR,3762089.0,NFL
Nick Folk,77,185,101,38,15.0,K,3755000.0,NFL
Matt Prater,79,178,91,39,16.0,K,3750000.0,NFL
George Odum,71,185,92,29,5.0,S,3750000.0,NFL
Nelson Agholor,79,183,90,30,8.0,WR,3750000.0,NFL
Adam Trautman,72,196,115,26,3.0,TE,3750000.0,NFL
Antonio Gibson,77,188,100,25,3.0,RB,3750000.0,NFL
Jalen Reeves-Maybin,66,183,106,28,6.0,LB,3750000.0,NFL
Patrick Ricard,81,190,138,29,6.0,FB,3750000.0,NFL
Clelin Ferrell,74,193,120,26,4.0,EDGE,3750000.0,NFL
Michael Pierce,83,183,161,30,7.0,IDL,3750000.0,NFL
Julian Blackmon,75,183,85,25,3.0,S,3700000.0,NFL
Zion Johnson,74,190,143,23,1.0,LG,3686670.0,NFL
Jack Campbell,75,196,113,23,0.0,LB,3680505.0,NFL
Michael Dickson,77,188,94,27,5.0,P,3674765.0,NFL
Morgan Fox,74,190,125,28,7.0,IDL,3625000.0,NFL
Calijah Kancey,73,185,127,22,0.0,IDL,3623368.0,NFL
Jaxon Smith-Njigba,78,185,91,21,0.0,WR,3604327.0,NFL
Ashton Dulin,72,185,98,26,4.0,WR,3600000.0,NFL
Treylon Burks,75,188,102,23,1.0,WR,3592398.0,NFL
Reed Blankenship,73,185,92,24,1.0,S,3575000.0,NFL
Quentin Johnston,74,193,98,21,0.0,WR,3547197.0,NFL
Taylor Rapp,77,183,94,25,4.0,S,3541667.0,NFL
Trevor Penning,73,201,147,24,1.0,RT,3535829.0,NFL
Kenny Pickett,73,190,100,25,1.0,QB,3516976.0,NFL
Zay Flowers,77,175,83,22,0.0,WR,3509110.0,NFL
Jaelan Phillips,83,196,119,24,2.0,EDGE,3504552.0,NFL
Malcolm Roach,67,190,132,25,3.0,IDL,3500000.0,NFL
Zack Baun,68,188,102,26,3.0,LB,3500000.0,NFL
Jordan Elliott,68,193,137,25,3.0,IDL,3500000.0,NFL
Austin Johnson,72,193,142,29,7.0,IDL,3500000.0,NFL
P.J. Locke,68,178,92,26,4.0,S,3500000.0,NFL
Robert Spillane,74,185,104,27,5.0,LB,3500000.0,NFL
Drew Sample,69,196,116,27,4.0,TE,3500000.0,NFL
Greg Gaines,73,185,142,27,4.0,IDL,3500000.0,NFL
Elandon Roberts,73,185,108,29,7.0,LB,3500000.0,NFL
Mike Hughes,77,178,86,26,5.0,CB,3500000.0,NFL
Trent McDuffie,80,180,88,22,1.0,CB,3498121.0,NFL
Jack Fox,73,188,102,27,5.0,P,3491250.0,NFL
Quay Walker,78,193,109,23,1.0,LB,3460411.0,NFL
Jordan Addison,76,180,79,21,0.0,WR,3432934.0,NFL
Kaiir Elam,76,185,87,22,1.0,CB,3422703.0,NFL
Kwity Paye,77,188,118,24,2.0,EDGE,3411209.0,NFL
Deonte Banks,76,188,93,22,0.0,CB,3394851.0,NFL
Dalton Kincaid,76,193,109,23,0.0,TE,3356760.0,NFL
Tyler Smith,79,198,151,22,1.0,LG,3347279.0,NFL
Dennis Gardeck,70,183,105,29,5.0,EDGE,3333333.0,NFL
Sione Takitaki,76,185,108,27,4.0,LB,3322500.0,NFL
Mazi Smith,73,190,153,22,0.0,IDL,3318674.0,NFL
Tress Way,79,185,100,33,10.0,P,3312500.0,NFL
Tyler Linderbaum,80,188,138,23,1.0,C,3309574.0,NFL
Anton Harrison,71,196,143,21,0.0,RT,3299631.0,NFL
Jermaine Johnson II,73,196,119,24,1.0,EDGE,3271861.0,NFL
Najee Harris,83,185,110,25,2.0,RB,3261861.0,NFL
Harrison Bryant,69,196,104,25,3.0,TE,3250000.0,NFL
Jordan Fuller,75,188,92,25,3.0,S,3250000.0,NFL
Gus Edwards,77,185,108,28,5.0,RB,3250000.0,NFL
Miles Killebrew,67,188,101,30,7.0,S,3250000.0,NFL
Emmanuel Ogbah,79,193,126,29,7.0,EDGE,3250000.0,NFL
Devin Lloyd,76,190,107,24,1.0,LB,3234152.0,NFL
Devonte Wyatt,70,190,138,25,1.0,IDL,3215296.0,NFL
Pharaoh Brown,70,196,112,29,6.0,TE,3200000.0,NFL
Andrew Wingard,74,183,91,26,4.0,S,3200000.0,NFL
Michael Davis,80,188,89,28,6.0,CB,3200000.0,NFL
J.T. Gray,63,183,92,27,5.0,S,3200000.0,NFL
Greg Newsome II,83,183,87,23,2.0,CB,3187189.0,NFL
Jimmy Garoppolo,77,188,102,31,9.0,QB,3178750.0,NFL
Blake Brandel,64,201,143,26,3.0,LT,3166667.0,NFL
Myles Murphy,72,196,125,21,0.0,EDGE,3146814.0,NFL
Darrell Taylor,73,193,121,26,3.0,EDGE,3136000.0,NFL
Payton Turner,71,198,122,24,2.0,EDGE,3131184.0,NFL
Kristian Fulton,76,180,89,24,3.0,CB,3125000.0,NFL
Case Keenum,64,185,93,35,11.0,QB,3125000.0,NFL
Shaq Thompson,84,183,104,29,8.0,LB,3105000.0,NFL
Rashid Shaheed,74,183,82,25,1.0,WR,3092500.0,NFL
Bryan Bresee,71,196,138,21,0.0,IDL,3065888.0,NFL
Cole Strange,76,196,138,25,1.0,LG,3063993.0,NFL
Justice Hill,73,178,91,25,4.0,RB,3000000.0,NFL
David Edwards,72,198,140,26,4.0,LG,3000000.0,NFL
Jeremy Reaves,69,180,91,27,5.0,S,3000000.0,NFL
Cameron Johnston,75,180,88,31,5.0,P,3000000.0,NFL
Damontae Kazee,77,180,79,30,6.0,S,3000000.0,NFL
Bud Dupree,73,193,122,30,8.0,EDGE,3000000.0,NFL
Bryan Anger,80,190,92,34,11.0,P,3000000.0,NFL
Quandre Diggs,87,175,89,30,8.0,S,3000000.0,NFL
Zach Ertz,83,196,113,32,10.0,TE,3000000.0,NFL
Logan Cooke,81,196,104,28,5.0,P,3000000.0,NFL
Solomon Thomas,71,188,116,28,6.0,IDL,3000000.0,NFL
Eric Kendricks,85,183,105,31,8.0,LB,3000000.0,NFL
Austin Hooper,73,193,115,28,7.0,TE,3000000.0,NFL
Brenden Schooler,62,185,93,26,1.0,S,3000000.0,NFL
Isaac Yiadom,71,185,85,27,5.0,CB,3000000.0,NFL
DeShon Elliott,79,185,95,26,5.0,S,3000000.0,NFL
Tommy Townsend,83,185,87,26,3.0,P,3000000.0,NFL
Cordarrelle Patterson,85,188,100,32,10.0,WR,3000000.0,NFL
Ben Bredeson,66,196,143,25,3.0,LG,3000000.0,NFL
Coleman Shelton,67,193,136,28,4.0,C,3000000.0,NFL
John Cominsky,70,196,129,27,4.0,IDL,3000000.0,NFL
Michael Hoecht,69,193,141,25,3.0,EDGE,2985000.0,NFL
George Karlaftis,76,193,119,22,1.0,EDGE,2983869.0,NFL
Eric Stokes,76,183,88,24,2.0,CB,2981379.0,NFL
Felix Anudike-Uzomah,71,193,116,21,0.0,EDGE,2954455.0,NFL
Daxton Hill,75,183,87,22,1.0,S,2916755.0,NFL
Bradley Pinion,76,196,104,29,8.0,P,2883333.0,NFL
Emmanuel Moseley,77,180,83,27,5.0,CB,2875000.0,NFL
Mason Rudolph,60,196,107,28,5.0,QB,2870000.0,NFL
Odafe Oweh,75,196,117,24,2.0,EDGE,2835597.0,NFL
Jourdan Lewis,77,178,88,28,6.0,CB,2827500.0,NFL
Mitch Wishnowsky,78,188,100,31,4.0,P,2800000.0,NFL
C.J. Ham,75,180,113,30,7.0,FB,2800000.0,NFL
Joe Tryon-Shoyinka,74,196,117,24,2.0,EDGE,2792811.0,NFL
Jerry Tillery,70,198,134,26,4.0,IDL,2750000.0,NFL
John Jenkins,70,190,163,34,10.0,IDL,2750000.0,NFL
Daniel Brunskill,69,196,136,29,6.0,RG,2750000.0,NFL
Jon Feliciano,72,193,147,31,8.0,LG,2750000.0,NFL
Mekhi Becton,75,201,165,24,3.0,RT,2750000.0,NFL
DeeJay Dallas,68,178,97,24,3.0,RB,2750000.0,NFL
Ashtyn Davis,74,185,92,26,3.0,S,2742500.0,NFL
A.J. Dillon,78,183,112,25,3.0,RB,2742500.0,NFL
Tershawn Wharton,69,185,127,25,3.0,IDL,2742500.0,NFL
Malik Harrison,72,190,117,25,3.0,LB,2742500.0,NFL
Akeem Davis-Gaither,75,188,103,25,3.0,LB,2742500.0,NFL
Easton Stick,60,185,102,26,4.0,QB,2667500.0,NFL
Montravius Adams,71,193,138,28,6.0,IDL,2625000.0,NFL
Mitchell Trubisky,67,188,100,29,6.0,QB,2625000.0,NFL
Del'Shawn Phillips,61,188,104,26,4.0,LB,2600000.0,NFL
Mack Hollins,74,193,100,29,6.0,WR,2600000.0,NFL
Thomas Morstead,79,193,102,37,14.0,P,2550000.0,NFL
Johnny Hekker,81,196,102,33,11.0,P,2540000.0,NFL
Taylor Heinicke,68,185,95,30,8.0,QB,2530000.0,NFL
Duke Riley,67,185,103,29,6.0,LB,2500000.0,NFL
Tanoh Kpassagnon,69,201,131,29,6.0,EDGE,2500000.0,NFL
Dawuane Smoot,73,190,120,28,6.0,EDGE,2500000.0,NFL
Cody Barton,77,188,108,26,4.0,LB,2500000.0,NFL
Kendall Lamm,65,196,141,31,8.0,RT,2500000.0,NFL
Tremon Smith,69,183,86,27,6.0,CB,2500000.0,NFL
Wes Schweitzer,70,193,136,29,7.0,C,2500000.0,NFL
Isaiah Oliver,76,183,95,26,5.0,S,2500000.0,NFL
Mike Gesicki,81,198,113,27,5.0,TE,2500000.0,NFL
Cooper Rush,65,190,102,29,6.0,QB,2500000.0,NFL
Leki Fotu,69,196,151,25,3.0,IDL,2500000.0,NFL
Cody Whitehair,79,190,143,31,7.0,LG,2500000.0,NFL
Rigoberto Sanchez,76,183,88,28,6.0,P,2500000.0,NFL
Dean Lowry,74,198,134,29,7.0,IDL,2500000.0,NFL
Joey Porter Jr.,75,188,88,23,0.0,CB,2404587.0,NFL
Tyler Boyd,82,188,92,28,7.0,WR,2400000.0,NFL
Nick Harris,67,185,133,24,3.0,C,2395000.0,NFL
Will Levis,69,193,104,24,0.0,QB,2385541.0,NFL
Sam LaPorta,70,190,111,22,0.0,TE,2366500.0,NFL
Evan Brown,70,188,138,26,5.0,C,2350000.0,NFL
Logan Hall,70,198,128,23,1.0,IDL,2329114.0,NFL
Michael Mayer,75,193,120,22,0.0,TE,2328410.0,NFL
Steve Avila,71,190,150,23,0.0,LG,2313177.0,NFL
Christian Watson,77,193,94,24,1.0,WR,2310257.0,NFL
Denzel Perryman,81,180,109,30,8.0,LB,2300000.0,NFL
Reggie Gilliam,76,183,111,26,3.0,FB,2300000.0,NFL
Neville Hewitt,68,188,106,30,8.0,LB,2300000.0,NFL
Roger McCreary,75,180,86,23,1.0,CB,2291404.0,NFL
Derick Hall,70,190,114,22,0.0,EDGE,2278901.0,NFL
Nick Chubb,97,180,103,27,5.0,RB,2275000.0,NFL
Breece Hall,82,185,100,22,1.0,RB,2253692.0,NFL
Joshua Dobbs,63,190,100,28,6.0,QB,2250000.0,NFL
Royce Newman,70,196,141,26,2.0,LG,2250000.0,NFL
Jonathan Bullard,69,190,132,29,7.0,IDL,2250000.0,NFL
Zach Pascal,74,188,98,28,6.0,WR,2250000.0,NFL
Zay Jones,81,188,91,28,6.0,WR,2250000.0,NFL
Matthew Bergeron,71,196,147,23,0.0,LG,2244621.0,NFL
Jalen Pitre,77,180,90,24,1.0,S,2238609.0,NFL
Elijah Moore,79,178,82,23,2.0,WR,2235106.0,NFL
Javonte Williams,82,178,100,23,2.0,RB,2216439.0,NFL
Jonathan Mingo,72,188,100,22,0.0,WR,2214152.0,NFL
Arnold Ebiketie,71,190,116,24,1.0,EDGE,2204673.0,NFL
Marco Wilson,74,183,87,24,2.0,CB,2200000.0,NFL
Isaiah Foskey,71,196,120,22,0.0,EDGE,2183681.0,NFL
Jevon Holland,84,185,95,23,2.0,S,2179101.0,NFL
Kyler Gordon,75,183,91,23,1.0,CB,2170733.0,NFL
Braxton Berrios,73,175,86,27,5.0,WR,2150000.0,NFL
Boye Mafe,70,193,118,24,1.0,EDGE,2140565.0,NFL
Luke Musgrave,66,198,115,22,0.0,TE,2118936.0,NFL
Kenneth Walker III,87,175,96,22,1.0,RB,2110395.0,NFL
Amen Ogbongbemiga,55,183,105,24,2.0,LB,2100000.0,NFL
Brevin Jordan,68,190,111,23,2.0,TE,2100000.0,NFL
Corey Ballentine,67,180,89,27,4.0,CB,2100000.0,NFL
Jake Bailey,75,188,93,26,4.0,P,2100000.0,NFL
Braden Mann,77,180,90,25,3.0,P,2100000.0,NFL
Teven Jenkins,78,198,146,25,2.0,LG,2096962.0,NFL
Joe Tippmann,71,198,144,22,0.0,C,2089901.0,NFL
Richie Grant,77,183,91,25,2.0,S,2067094.0,NFL
Johnathan Hankins,74,188,145,31,10.0,IDL,2050000.0,NFL
Eddy Pineiro,77,180,86,27,5.0,K,2050000.0,NFL
Julius Brents,74,190,90,23,0.0,CB,2049234.0,NFL
Wan'Dale Robinson,74,173,84,22,1.0,WR,2046292.0,NFL
Levi Onwuzurike,71,190,133,25,2.0,IDL,2037223.0,NFL
Brandon Allen,54,188,95,30,7.0,QB,2020000.0,NFL
John Metchie III,74,180,85,23,1.0,WR,2017544.0,NFL
Brian Branch,75,183,86,21,0.0,S,2005436.0,NFL
Liam Eichenberg,66,196,139,25,2.0,C,2003621.0,NFL
Robert Jones,65,193,151,24,2.0,RG,2000000.0,NFL
Taven Bryan,70,193,132,27,5.0,IDL,2000000.0,NFL
Calais Campbell,85,203,128,37,15.0,IDL,2000000.0,NFL
Olisaemeka Udoh,68,198,145,26,4.0,LT,2000000.0,NFL
Chuck Clark,79,183,95,28,6.0,S,2000000.0,NFL
Derrick Nnadi,73,185,144,27,5.0,IDL,2000000.0,NFL
Nick Westbrook-Ikhine,70,188,96,26,3.0,WR,2000000.0,NFL
Sam Martin,76,185,96,33,10.0,P,2000000.0,NFL
Johnny Mundt,66,193,106,28,6.0,TE,2000000.0,NFL
Daniel Ekuale,62,190,138,29,5.0,IDL,2000000.0,NFL
Corey Bojorquez,78,183,98,27,5.0,P,2000000.0,NFL
Greg Van Roten,66,193,134,33,10.0,RG,2000000.0,NFL
Jordan Poyer,90,183,87,32,10.0,S,2000000.0,NFL
Brandon Powell,70,173,82,27,5.0,WR,2000000.0,NFL
Kevin Givens,70,185,129,26,4.0,IDL,2000000.0,NFL
Andrus Peat,73,201,143,29,8.0,LT,2000000.0,NFL
Jamie Gillan,75,185,94,26,4.0,P,2000000.0,NFL
Avonte Maddox,79,175,83,27,5.0,CB,2000000.0,NFL
Travis Homer,70,178,92,25,4.0,RB,2000000.0,NFL
Daniel Thomas,67,178,98,25,3.0,S,2000000.0,NFL
J.K. Scott,75,196,94,26,5.0,P,2000000.0,NFL
Alexander Mattison,76,180,98,25,4.0,RB,2000000.0,NFL
Derek Barnett,72,190,117,27,6.0,EDGE,2000000.0,NFL
David Ojabo,71,193,116,23,1.0,EDGE,1977281.0,NFL
Jordan Akins,73,193,111,31,5.0,TE,1950000.0,NFL
Siran Neal,67,183,93,29,5.0,CB,1950000.0,NFL
Keion White,69,196,129,24,0.0,EDGE,1947543.0,NFL
Demetrius Flannigan-Fowles,63,188,101,26,4.0,S,1935000.0,NFL
Josh Paschal,69,190,126,23,1.0,EDGE,1933915.0,NFL
Nick Mullens,58,183,95,28,6.0,QB,1900000.0,NFL
Jonathan Owens,72,180,95,28,4.0,S,1900000.0,NFL
Isaiah Wynn,77,188,141,27,5.0,RT,1885000.0,NFL
Phidarian Mathis,71,193,142,25,1.0,IDL,1876595.0,NFL
Cody Mauch,70,196,137,24,0.0,RT,1871368.0,NFL
Jeremiah Ledbetter,66,190,136,29,6.0,IDL,1850000.0,NFL
Ameer Abdullah,73,175,92,30,8.0,RB,1850000.0,NFL
Blake Gillikin,78,188,89,25,3.0,K,1850000.0,NFL
Jaquan Brisker,78,185,91,24,1.0,S,1838886.0,NFL
Keeanu Benton,70,193,140,22,0.0,IDL,1833281.0,NFL
Alontae Taylor,73,185,90,24,1.0,CB,1801174.0,NFL
Adam Butler,69,193,136,29,6.0,IDL,1800000.0,NFL
Maurice Hurst,73,188,132,28,5.0,IDL,1800000.0,NFL
Michael Deiter,61,198,143,26,4.0,LG,1800000.0,NFL
David Quessenberry,69,196,141,33,6.0,RT,1800000.0,NFL
Dan Feeney,67,193,141,29,6.0,LG,1800000.0,NFL
Jayden Reed,73,180,85,23,0.0,WR,1795195.0,NFL
Trent Sherfield,73,185,93,27,5.0,WR,1790000.0,NFL
Jihad Ward,68,196,130,29,7.0,EDGE,1790000.0,NFL
Josh Jones,73,201,141,26,3.0,LT,1790000.0,NFL
Benito Jones,62,185,149,25,3.0,IDL,1790000.0,NFL
Troy Dye,67,190,102,26,3.0,LB,1790000.0,NFL
Poona Ford,76,180,141,27,5.0,IDL,1790000.0,NFL
Aaron Banks,74,196,147,25,2.0,LG,1768402.0,NFL
Kentavius Street,69,188,130,27,5.0,EDGE,1765000.0,NFL
Cam Smith,72,183,85,22,0.0,CB,1757108.0,NFL
Eric Murray,71,180,90,29,7.0,S,1750000.0,NFL
Riley Dixon,75,193,100,30,7.0,P,1750000.0,NFL
Khyiris Tonga,71,193,153,27,2.0,IDL,1750000.0,NFL
Adoree' Jackson,81,180,84,27,6.0,CB,1750000.0,NFL
Rondale Moore,80,170,82,23,2.0,WR,1731064.0,NFL
Zach Charbonnet,74,185,100,22,0.0,RB,1719020.0,NFL
Kris Boyd,68,180,88,26,4.0,CB,1700000.0,NFL
Justin Watson,71,188,98,28,5.0,WR,1700000.0,NFL
Azeez Ojulari,76,190,109,23,2.0,EDGE,1693729.0,NFL
George Pickens,80,190,91,22,1.0,WR,1688047.0,NFL
Gervon Dexter,68,198,142,21,0.0,IDL,1680933.0,NFL
Blake Hance,65,196,141,27,3.0,LG,1657080.0,NFL
Alec Pierce,74,190,96,23,1.0,WR,1650336.0,NFL
Tuli Tuipulotu,68,190,121,20,0.0,EDGE,1642846.0,NFL
Rashee Rice,73,188,92,23,0.0,WR,1623805.0,NFL
Luke Rhodes,31,188,108,30,7.0,LS,1616250.0,NFL
Skyy Moore,73,178,88,22,1.0,WR,1612627.0,NFL
Tyrique Stevenson,72,183,93,23,0.0,CB,1612376.0,NFL
J.K. Dobbins,78,178,96,24,3.0,RB,1610000.0,NFL
John Michael Schmitz,71,193,141,24,0.0,C,1593334.0,NFL
Dillon Radunz,68,198,137,25,2.0,RT,1581719.0,NFL
Zach Wood,26,190,116,30,6.0,LS,1577500.0,NFL
Joe Cardona,26,190,111,31,8.0,LS,1575000.0,NFL
Trey McBride,74,193,112,23,1.0,TE,1574915.0,NFL
Luke Schoonmaker,68,196,113,24,0.0,TE,1566670.0,NFL
Sam Williams,73,193,118,24,1.0,EDGE,1556064.0,NFL
O'Cyrus Torrence,71,196,157,23,0.0,RG,1555245.0,NFL
Chris Conley,68,190,93,30,8.0,WR,1550000.0,NFL
Nick Moore,37,188,115,30,3.0,LS,1550000.0,NFL
Luke Goedeke,66,196,142,24,1.0,LG,1544747.0,NFL
Dayo Odeyingbo,72,198,125,23,2.0,EDGE,1544383.0,NFL
Brenton Strange,68,190,112,22,0.0,TE,1528586.0,NFL
Troy Andersen,66,193,107,24,1.0,LB,1525894.0,NFL
Juice Scruggs,67,190,140,23,0.0,C,1524777.0,NFL
Elijah Campbell,62,180,88,28,5.0,S,1505000.0,NFL
Chase Edmonds,73,175,93,27,5.0,RB,1500000.0,NFL
Tavierre Thomas,73,178,93,27,5.0,CB,1500000.0,NFL
Dare Ogunbowale,67,180,93,29,6.0,RB,1500000.0,NFL
Samaje Perine,78,178,107,27,7.0,RB,1500000.0,NFL
K'Von Wallace,72,180,93,26,3.0,S,1500000.0,NFL
Devin Bush,77,180,106,25,4.0,LB,1500000.0,NFL
Ed Ingram,70,190,139,24,1.0,RG,1499494.0,NFL
Nyheim Hines,75,175,89,26,5.0,RB,1495000.0,NFL
Thomas Hennessy,30,188,112,29,6.0,LS,1492500.0,NFL
Cam Taylor-Britt,75,180,92,23,1.0,CB,1488183.0,NFL
Tutu Atwell,71,175,75,23,2.0,WR,1477175.0,NFL
Drake Jackson,72,190,124,22,1.0,EDGE,1473098.0,NFL
Bryan Cook,70,185,93,23,1.0,S,1461786.0,NFL
Nick Bolton,87,180,108,23,2.0,LB,1458510.0,NFL
James Cook,75,180,86,23,1.0,RB,1458016.0,NFL
Nik Bonitto,70,190,109,23,1.0,EDGE,1450472.0,NFL
JaMycal Hasty,71,173,93,26,3.0,RB,1450000.0,NFL
Jon Rhattigan,63,183,107,24,2.0,LB,1450000.0,NFL
Zacch Pickens,67,193,136,23,0.0,IDL,1440946.0,NFL
Tyler Steen,68,198,146,23,0.0,RT,1437610.0,NFL
Sydney Brown,72,178,96,23,0.0,S,1437277.0,NFL
Drew Sanders,72,196,106,21,0.0,LB,1433683.0,NFL
Hendon Hooker,68,190,100,25,0.0,QB,1429757.0,NFL
Charley Hughlett,53,193,112,33,9.0,LS,1428889.0,NFL
Kenny Yeboah,63,190,113,24,2.0,TE,1425000.0,NFL
J.J. Jansen,36,188,107,37,16.0,LS,1422500.0,NFL
Tank Dell,72,178,75,23,0.0,WR,1422276.0,NFL
Byron Young,68,188,112,25,0.0,IDL,1417178.0,NFL
Kendre Miller,69,183,100,21,0.0,RB,1413578.0,NFL
Garrett Williams,70,178,87,22,0.0,CB,1408733.0,NFL
Jalin Hyatt,70,183,84,21,0.0,WR,1406329.0,NFL
Cedric Tillman,69,190,98,23,0.0,WR,1402616.0,NFL
Josh Harris,43,185,102,34,11.0,LS,1400000.0,NFL
Khalil Dorsey,65,175,77,25,3.0,CB,1400000.0,NFL
Christian Rozeboom,63,188,104,26,3.0,LB,1400000.0,NFL
Austin Schlottmann,59,198,136,27,5.0,C,1397500.0,NFL
Josh Myers,73,196,141,25,2.0,C,1395036.0,NFL
Zach Harrison,68,198,123,22,0.0,EDGE,1392112.0,NFL
Marte Mapu,70,190,98,23,0.0,LB,1390927.0,NFL
Tucker Kraft,66,196,117,22,0.0,TE,1384483.0,NFL
Kyle Trask,59,196,107,25,2.0,QB,1383834.0,NFL
Josh Downs,71,178,79,22,0.0,WR,1380114.0,NFL
Josh Johnson,59,190,90,37,14.0,QB,1377500.0,NFL
Antonio Hamilton,72,183,88,30,6.0,CB,1377500.0,NFL
Casey Kreiter,30,185,113,33,9.0,LS,1377500.0,NFL
Chris Manhertz,70,198,107,31,8.0,TE,1377500.0,NFL
Brent Urban,74,201,140,32,9.0,IDL,1377500.0,NFL
Kamu Grugier-Hill,69,188,100,29,7.0,LB,1377500.0,NFL
C.J. Goodwin,67,190,86,33,9.0,CB,1377500.0,NFL
Eric Wilson,68,185,104,28,6.0,LB,1377500.0,NFL
James Winchester,31,190,109,34,8.0,LS,1377500.0,NFL
Patrick Scales,31,190,103,35,11.0,LS,1377500.0,NFL
Jon Weeks,28,178,110,37,13.0,LS,1377500.0,NFL
Lucas Patrick,71,190,142,30,7.0,LG,1377500.0,NFL
Marcus Maye,83,183,94,30,6.0,S,1377500.0,NFL
Morgan Cox,28,193,106,37,14.0,LS,1377500.0,NFL
Luke Fortner,70,198,139,25,1.0,C,1375016.0,NFL
Tyjae Spears,73,178,91,22,0.0,RB,1372651.0,NFL
Joshua Ezeudu,67,193,140,23,1.0,LT,1371381.0,NFL
Quinton Jefferson,73,193,132,30,7.0,IDL,1370000.0,NFL
YaYa Diaby,67,190,119,24,0.0,EDGE,1366353.0,NFL
Nicholas Petit-Frere,70,196,143,23,1.0,RT,1363935.0,NFL
Riley Moss,70,183,88,23,0.0,CB,1361873.0,NFL
Chad Muma,70,190,108,24,1.0,LB,1356529.0,NFL
Daiyan Henley,70,185,102,23,0.0,LB,1355107.0,NFL
Trenton Simpson,70,188,106,22,0.0,LB,1351126.0,NFL
Cody Ford,69,190,149,26,4.0,LG,1350000.0,NFL
Ji'Ayir Brown,70,180,92,23,0.0,S,1348951.0,NFL
Tank Bigsby,71,183,97,22,0.0,RB,1348230.0,NFL
Abraham Lucas,77,198,146,24,1.0,RT,1347918.0,NFL
Kobie Turner,68,188,131,24,0.0,IDL,1347868.0,NFL
DeMarvion Overshown,69,188,100,23,0.0,LB,1347506.0,NFL
Dorian Williams,68,188,104,22,0.0,LB,1345702.0,NFL
Jelani Woods,70,201,115,24,1.0,TE,1343121.0,NFL
Wanya Morris,67,196,144,22,0.0,LT,1342088.0,NFL
Andrew DePaola,49,185,104,36,11.0,LS,1341666.0,NFL
Darnell Washington,69,201,120,22,0.0,TE,1338478.0,NFL
Andrew Beck,70,190,116,27,4.0,TE,1337500.0,NFL
